Title,Year,Budget,Domestic Revenue,International Revenue,Worldwide Revenue,MPAA Rating,Run Time,Genre,Metacritic Mixed Reviews,Metacritic Negative Reviews,Metacritic Positive Reviews,Metascore,Users Mixed Reviews,Users Negative Reviews,Users Positive Reviews,Userscore
Halloween: Resurrection,2002,13000000,30354442,7310413,37664855,R,1 hr 34 min,Horror,3.0,14.0,0.0,19.0,27,108,21,2.6
Blow,2001,53000000,52990775,30291521,83282296,R,2 hr 4 min,Biography,19.0,3.0,12.0,52.0,22,6,196,8.8
The Glass House,2001,30000000,18150259,5469350,23619609,PG-13,1 hr 46 min,Crime,6.0,7.0,4.0,34.0,8,45,8,2
Pay It Forward,2000,40000000,33519628,22187783,55707411,PG-13,2 hr 3 min,Drama,16.0,8.0,10.0,40.0,17,10,119,8.5
Angel Eyes,2001,53000000,24174218,5541388,29715606,R,1 hr 42 min,Drama,14.0,9.0,5.0,39.0,8,29,19,4
The Score,2001,68000000,71107711,43144443,114252154,R,2 hr 4 min,Crime,8.0,1.0,20.0,71.0,22,2,53,7.4
Spy Kids,2001,35000000,112719001,35215179,147934180,PG,1 hr 28 min,Action,3.0,0.0,24.0,71.0,33,5,139,8.2
Formula 51,2001,27000000,5204007,7677598,12881605,R,1 hr 33 min,Action,5.0,20.0,4.0,23.0,3,45,15,2.4
Ghosts of Mars,2001,28000000,8709640,5301192,14010832,R,1 hr 38 min,Action,7.0,15.0,4.0,35.0,15,27,22,4.9
Proof of Life,2000,65000000,32598931,30162074,62761005,R,2 hr 15 min,Action,15.0,5.0,9.0,45.0,10,2,16,6.8
The Crimson Rivers,2000,14000000,594966,59508714,60103680,R,1 hr 46 min,Crime,10.0,3.0,6.0,49.0,4,0,14,7.4
Book of Shadows: Blair Witch 2,2000,15000000,26437094,21300000,47737094,R,1 hr 30 min,Adventure,6.0,26.0,2.0,15.0,15,47,14,3.3
Atlantis: The Lost Empire,2001,120000000,84056472,101997253,186053725,PG,1 hr 35 min,Action,13.0,4.0,12.0,52.0,34,8,105,7.5
Bedazzled,2000,48000000,37886980,52496228,90383208,PG-13,1 hr 33 min,Comedy,19.0,4.0,11.0,49.0,19,7,58,7.6
The Others,2001,17000000,96522687,113424350,209947037,PG-13,1 hr 41 min,Horror,5.0,1.0,23.0,74.0,23,7,314,8.7
Down to Earth,2001,49000000,64186502,7000000,71186502,PG-13,1 hr 27 min,Comedy,,,,,,,,
The Fast and the Furious,2001,38000000,144533925,62750938,207284863,PG-13,1 hr 46 min,Action,9.0,5.0,20.0,58.0,74,28,332,7.8
3000 Miles to Graceland,2001,62000000,15749959,2970216,18720175,R,2 hr 5 min,Action,7.0,20.0,3.0,21.0,10,57,26,3.2
Collateral Damage,2002,85000000,40077257,38305176,78382433,R,1 hr 48 min,Action,11.0,16.0,7.0,33.0,19,6,41,7.6
The Matrix Reloaded,2003,150000000,281576461,460269998,741846459,R,2 hr 18 min,Action,14.0,1.0,25.0,62.0,118,58,507,7.7
Novocaine,2001,8000000,2036682,497690,2534372,R,1 hr 35 min,Comedy,16.0,4.0,7.0,45.0,2,0,15,8.9
Summer Catch,2001,34000000,19753553,18894,19772447,PG-13,1 hr 44 min,Comedy,7.0,17.0,1.0,21.0,5,21,7,2.8
Pokémon 3 the Movie: Spell of the Unown,2000,16000000,17052128,51359147,68411275,G,1 hr 33 min,Action,,,,,,,,
Josie and the Pussycats,2001,39000000,14271015,595000,14866015,PG-13,1 hr 38 min,Comedy,11.0,6.0,12.0,47.0,5,2,35,8.6
The Mexican,2001,57000000,66845033,81000000,147845033,R,2 hr 3 min,Adventure,15.0,10.0,10.0,43.0,17,3,83,8.7
The Tailor of Panama,2001,21000000,13729742,14278720,28008462,R,1 hr 49 min,Comedy,7.0,2.0,22.0,66.0,4,5,13,6.5
Brotherhood of the Wolf,2001,29000000,11260096,59492808,70752904,R,2 hr 22 min,Action,8.0,5.0,20.0,57.0,7,2,30,7.4
The Pledge,2001,35000000,19733089,9686202,29419291,R,2 hr 4 min,Crime,5.0,0.0,28.0,71.0,4,5,24,6.7
Captain Corelli's Mandolin,2001,57000000,25543895,36569000,62112895,R,2 hr 11 min,Drama,13.0,12.0,8.0,36.0,4,1,12,7.5
Queen of the Damned,2002,35000000,30336800,15142310,45479110,R,1 hr 41 min,Drama,15.0,14.0,2.0,30.0,18,18,92,7.9
Cats & Dogs,2001,60000000,93385515,107301977,200687492,PG,1 hr 27 min,Action,12.0,6.0,8.0,47.0,36,17,39,5.9
Saving Silverman,2001,22000000,19402030,6684676,26086706,PG-13,1 hr 30 min,Comedy,7.0,20.0,2.0,22.0,15,8,28,6.7
Say It Isn't So,2001,25000000,5520393,6800000,12320393,R,1 hr 35 min,Comedy,5.0,24.0,0.0,21.0,6,39,6,1.9
Dr. Dolittle 2,2001,70000000,112952899,63151445,176104344,PG,1 hr 27 min,Comedy,14.0,5.0,9.0,49.0,17,5,10,5.8
Kung Pow: Enter the Fist,2002,10000000,16037962,956663,16994625,PG-13,1 hr 21 min,Action,2.0,11.0,1.0,14.0,16,31,319,8.6
The Four Feathers,2002,35000000,18306166,11576479,29882645,PG-13,2 hr 12 min,Action,17.0,5.0,10.0,49.0,5,0,14,7.6
Freddy Got Fingered,2001,14000000,14254993,88035,14343028,R,1 hr 27 min,Comedy,6.0,19.0,0.0,13.0,13,55,85,5.8
Ocean's Eleven,2001,85000000,183417150,267300000,450717150,PG-13,1 hr 56 min,Crime,5.0,0.0,30.0,74.0,36,4,445,8.7
Slackers,2002,14000000,5285941,1127974,6413915,R,1 hr 26 min,Comedy,1.0,27.0,0.0,12.0,1,25,15,3.8
Vanity Fair,2004,23000000,16136476,3326709,19463185,PG-13,2 hr 21 min,Drama,22.0,3.0,16.0,53.0,9,3,7,5.8
Chocolat,2000,25000000,71509363,81190583,152699946,PG-13,2 hr 1 min,Drama,7.0,2.0,22.0,64.0,24,6,71,7.3
Harry Potter and the Sorcerer's Stone,2001,125000000,318087620,659999992,978087613,PG,2 hr 32 min,Adventure,12.0,0.0,24.0,64.0,86,35,653,7.8
The New Guy,2002,13000000,29760152,1407236,31167388,PG-13,1 hr 28 min,Comedy,6.0,15.0,2.0,24.0,7,7,59,8.3
"Dude, Where's My Car?",2000,13000000,46729800,26450923,73180723,PG-13,1 hr 23 min,Comedy,8.0,8.0,1.0,30.0,25,36,68,6.1
Exit Wounds,2001,50000000,51758599,28200000,79958599,R,1 hr 41 min,Action,4.0,4.0,1.0,39.0,12,3,36,7.9
The Matrix Revolutions,2003,150000000,139313948,288030083,427344031,R,2 hr 9 min,Action,25.0,7.0,9.0,47.0,151,251,262,4.8
Valentine,2001,29000000,20384136,16300000,36684136,R,1 hr 36 min,Horror,3.0,13.0,1.0,18.0,13,11,130,8.8
Bridget Jones's Diary,2001,25000000,71543427,210386368,281929795,R,1 hr 37 min,Comedy,9.0,2.0,22.0,66.0,17,7,154,8.4
Stuart Little 2,2002,120000000,64956806,105000000,169956806,PG,1 hr 17 min,Adventure,5.0,3.0,21.0,66.0,18,4,31,6.7
Italian for Beginners,2000,1000000,4544753,11806123,16350876,R,1 hr 52 min,Comedy,,,,,,,,
Swordfish,2001,102000000,69772969,77307444,147080413,R,1 hr 39 min,Action,14.0,15.0,4.0,32.0,29,34,80,6.5
Someone Like You,2001,23000000,27343067,11346873,38689940,PG-13,1 hr 37 min,Comedy,,,,,,,,
The Forsaken,2001,15000000,7288451,1416400,8704851,R,1 hr 30 min,Action,4.0,7.0,1.0,35.0,5,62,12,1.8
Crush,2001,6000000,1084935,2610775,3695710,R,1 hr 48 min,Comedy,,,,,,,,
Windtalkers,2002,115000000,40914068,36714197,77628265,R,2 hr 14 min,Action,19.0,2.0,14.0,51.0,14,5,16,6
Thir13en Ghosts,2001,42000000,41867960,26600000,68467960,R,1 hr 31 min,Horror,,,,,,,,
Joe Dirt,2001,17700000,27087695,3900000,30987695,PG-13,1 hr 31 min,Adventure,7.0,18.0,1.0,20.0,18,31,70,6.4
Bulletproof Monk,2003,52000000,23358708,14355171,37713879,PG-13,1 hr 44 min,Action,15.0,11.0,3.0,40.0,15,6,73,8.5
The Count of Monte Cristo,2002,35000000,54234062,21160986,75395048,PG-13,2 hr 11 min,Action,11.0,1.0,21.0,61.0,11,8,185,8.8
Kingdom Come,2001,7000000,23249649,146400,23396049,PG,1 hr 34 min,Comedy,,,,,,,,
Die Another Day,2002,142000000,160942139,271028977,431971116,PG-13,2 hr 13 min,Action,18.0,4.0,21.0,56.0,49,31,235,8.1
Big Trouble,2002,40000000,7267307,1226583,8493890,PG-13,1 hr 25 min,Comedy,14.0,7.0,11.0,47.0,3,1,25,9.1
The Musketeer,2001,40000000,27073640,5460162,32533802,PG-13,1 hr 44 min,Action,7.0,14.0,2.0,27.0,4,2,4,5.7
Donnie Darko,2001,6000000,1478493,5500600,6979093,R,1 hr 53 min,Drama,4.0,1.0,16.0,71.0,30,51,337,7.8
Rollerball,2002,70000000,18990798,6861966,25852764,PG-13,1 hr 38 min,Action,4.0,1.0,6.0,56.0,0,0,2,tbd
Tomcats,2001,11000000,13558739,9872027,23430766,R,1 hr 35 min,Comedy,4.0,14.0,1.0,15.0,3,49,12,2.1
The Believer,2001,1500000,416925,892391,1309316,R,1 hr 38 min,Drama,3.0,1.0,24.0,75.0,3,4,99,8.8
In the Bedroom,2001,1700000,35930604,8832577,44763181,R,2 hr 10 min,Crime,4.0,0.0,27.0,86.0,11,8,51,7.4
The Princess Diaries,2001,26000000,108248956,57086197,165335153,G,1 hr 51 min,Comedy,14.0,3.0,10.0,52.0,19,8,87,8.3
Super Troopers,2001,3000000,18492362,4689861,23182223,R,1 hr 40 min,Comedy,14.0,3.0,7.0,48.0,14,11,81,7.6
Ali,2001,107000000,58203105,29609624,87812729,R,2 hr 37 min,Biography,14.0,0.0,25.0,65.0,22,3,35,6.7
Billy Elliot,2000,5000000,21995263,87285000,109280263,R,1 hr 50 min,Drama,5.0,1.0,28.0,74.0,7,15,91,7.4
Domestic Disturbance,2001,75000000,45246095,9003199,54249294,PG-13,1 hr 29 min,Crime,5.0,18.0,4.0,29.0,3,4,34,8.6
The Brothers,2001,6000000,27457409,500782,27958191,R,1 hr 46 min,Comedy,,,,,,,,
The Deep End,2001,3000000,8823109,1208420,10031529,R,1 hr 41 min,Crime,3.0,0.0,24.0,78.0,6,3,16,6.8
Legally Blonde,2001,18000000,96520674,45254005,141774679,,1 hr 36 min,Comedy,14.0,0.0,18.0,59.0,27,10,70,7
See Spot Run,2001,35000000,33357476,9700076,43057552,PG,1 hr 34 min,Action,4.0,18.0,1.0,24.0,8,3,10,6.4
Unfaithful,2002,50000000,52775765,66362019,119137784,R,2 hr 4 min,Drama,8.0,3.0,23.0,63.0,9,4,52,7.9
Evolution,2001,80000000,38345494,60030798,98376292,PG-13,1 hr 41 min,Comedy,13.0,10.0,9.0,40.0,26,11,44,6.4
Hart's War,2002,70000000,19077641,13209403,32287044,R,2 hr 5 min,Drama,18.0,3.0,11.0,49.0,13,4,11,5.7
John Q,2002,36000000,71756802,30487968,102244770,PG-13,1 hr 56 min,Crime,15.0,14.0,4.0,30.0,24,7,42,6.6
House of 1000 Corpses,2003,7000000,12634962,4194583,16829545,R,1 hr 29 min,Horror,8.0,7.0,0.0,31.0,12,51,49,4.7
Maid in Manhattan,2002,55000000,94011225,60895468,154906693,PG-13,1 hr 45 min,Comedy,19.0,6.0,7.0,45.0,16,10,16,5.6
All the Queen's Men,2001,15000000,23662,97596,121258,PG-13,1 hr 39 min,Action,,,,,,,,
Buffalo Soldiers,2001,15000000,354421,1946263,2300684,R,1 hr 38 min,Comedy,13.0,4.0,18.0,56.0,6,2,25,8.3
Hearts in Atlantis,2001,31000000,24185781,6733634,30919415,PG-13,1 hr 41 min,Drama,14.0,2.0,14.0,55.0,5,2,22,7.9
Heist,2001,39000000,23510841,4999811,28510652,R,1 hr 49 min,Action,9.0,2.0,22.0,66.0,7,3,117,9.4
American Pie 2,2001,30000000,145103595,142450000,287553595,R,1 hr 48 min,Comedy,10.0,8.0,10.0,43.0,53,51,81,5.4
High Heels and Low Lifes,2001,10000000,228194,2112217,2340411,R,1 hr 26 min,Action,2.0,4.0,1.0,39.0,2,0,2,7.5
The Pianist,2002,35000000,32572577,87500000,120072577,R,2 hr 30 min,Biography,3.0,0.0,37.0,85.0,22,48,347,7.8
Reign of Fire,2002,60000000,43061982,39088201,82150183,PG-13,1 hr 41 min,Action,10.0,12.0,8.0,39.0,37,8,31,6.1
Star Trek: Nemesis,2002,60000000,43254409,24082061,67336470,PG-13,1 hr 56 min,Action,,,,,,,,
Out Cold,2001,24000000,13906394,876282,14782676,PG-13,1 hr 29 min,Comedy,4.0,11.0,0.0,22.0,3,7,28,7.4
The Sweetest Thing,2002,43000000,24718164,44601262,69319426,R,1 hr 24 min,Comedy,7.0,18.0,5.0,32.0,13,4,12,5.9
The Animal,2001,47000000,57743062,27448072,85191134,PG-13,1 hr 24 min,Comedy,13.0,4.0,5.0,43.0,13,12,5,4.1
Baby Boy,2001,16000000,28734552,647097,29381649,R,2 hr 10 min,Crime,14.0,3.0,9.0,55.0,2,1,5,7
Shallow Hal,2001,40000000,70839203,70230657,141069860,PG-13,1 hr 54 min,Comedy,11.0,8.0,14.0,48.0,29,21,33,5.4
Sweet Home Alabama,2002,30000000,127223418,53399006,180622424,PG-13,1 hr 48 min,Comedy,23.0,6.0,6.0,45.0,12,3,25,7.1
The Curse of the Jade Scorpion,2001,33000000,7517191,11397116,18914307,PG-13,1 hr 43 min,Comedy,17.0,3.0,11.0,52.0,10,1,8,6.5
Road to Perdition,2002,80000000,104454762,76546716,181001478,R,1 hr 57 min,Crime,7.0,0.0,29.0,72.0,9,7,298,8.9
S.W.A.T.,2003,80000000,116934650,90790989,207725639,PG-13,1 hr 57 min,Action,17.0,9.0,9.0,45.0,29,9,117,8.1
Scary Movie 2,2001,45000000,71308997,69911681,141220678,R,1 hr 23 min,Comedy,10.0,14.0,1.0,29.0,49,52,78,5.6
About Schmidt,2002,30000000,65016287,40818269,105834556,R,2 hr 5 min,Comedy,6.0,0.0,34.0,85.0,19,13,100,7.5
Cursed,2005,38000000,19297522,10324200,29621722,PG-13,1 hr 37 min,Comedy,8.0,12.0,1.0,31.0,11,12,209,9
Kangaroo Jack,2003,60000000,66934963,21994148,88929111,,1 hr 29 min,Action,5.0,20.0,0.0,16.0,14,34,27,4.7
High Crimes,2002,42000000,41543917,22237893,63781810,PG-13,1 hr 55 min,Crime,21.0,4.0,8.0,48.0,6,2,8,6.7
Panic Room,2002,48000000,96397334,100682212,197079546,R,1 hr 52 min,Crime,13.0,0.0,23.0,65.0,37,8,335,8.6
The Quiet American,2002,30000000,12988801,14685323,27674124,R,1 hr 41 min,Drama,1.0,1.0,37.0,84.0,1,3,49,8.7
The Bourne Identity,2002,60000000,121661683,92372541,214034224,PG-13,1 hr 59 min,Action,11.0,1.0,26.0,68.0,39,36,345,7.5
Dragonfly,2002,60000000,30323400,22000000,52323400,PG-13,1 hr 44 min,Drama,9.0,22.0,2.0,25.0,2,6,10,6
Ghost Rider,2007,110000000,115802596,112935797,228738393,PG-13,1 hr 50 min,Action,9.0,10.0,1.0,35.0,115,235,113,3.7
My Big Fat Greek Wedding,2002,5000000,241438208,127305836,368744044,PG,1 hr 35 min,Comedy,11.0,1.0,17.0,62.0,17,6,65,7.5
Vanilla Sky,2001,68000000,100618344,102769997,203388341,R,2 hr 16 min,Fantasy,12.0,9.0,12.0,45.0,33,58,309,7.9
Digimon: The Movie,2000,5000000,9631153,7012038,16643191,PG,1 hr 22 min,Action,,,,,,,,
Don't Say a Word,2001,50000000,55001642,45018450,100020092,R,1 hr 53 min,Drama,9.0,14.0,9.0,38.0,8,4,35,8.5
Serving Sara,2002,29000000,16930185,3215965,20146150,PG-13,1 hr 39 min,Comedy,,,,,,,,
Jay and Silent Bob Strike Back,2001,22000000,30085147,3703014,33788161,R,1 hr 44 min,Comedy,10.0,8.0,13.0,51.0,23,14,191,8.5
Empire,2002,4000000,17600423,990849,18591272,R,1 hr 30 min,Crime,,,,,,,,
Jeepers Creepers,2001,10000000,37904175,21467128,59371303,R,1 hr 30 min,Horror,10.0,5.0,9.0,49.0,31,84,82,4.6
Uptown Girls,2003,20000000,37182494,7434848,44617342,PG-13,1 hr 32 min,Comedy,14.0,14.0,2.0,33.0,15,26,129,8
Catch Me If You Can,2002,52000000,164615351,187498961,352114312,PG-13,2 hr 21 min,Biography,4.0,0.0,35.0,75.0,33,4,485,8.6
Changing Lanes,2002,45000000,66818548,28117216,94935764,R,1 hr 38 min,Drama,8.0,1.0,27.0,69.0,11,5,134,9
Frailty,2001,11000000,13110448,4312582,17423030,R,1 hr 40 min,Crime,10.0,2.0,20.0,64.0,13,10,191,8.9
Kissing Jessica Stein,2001,1000000,7025722,2987702,10013424,R,1 hr 37 min,Comedy,,,,,,,,
Life as a House,2001,27000000,15667270,8236521,23903791,R,2 hr 5 min,Drama,20.0,4.0,8.0,45.0,8,0,18,7.6
Murder by Numbers,2002,50000000,31945749,24768398,56714147,R,1 hr 55 min,Crime,18.0,3.0,14.0,50.0,15,5,28,7.3
America's Sweethearts,2001,46000000,93607673,44700000,138307673,PG-13,1 hr 42 min,Comedy,12.0,9.0,11.0,44.0,10,6,12,5.8
Black Hawk Down,2001,92000000,108638745,64350906,172989651,R,2 hr 24 min,Drama,8.0,1.0,24.0,74.0,21,14,243,8
Black Knight,2001,50000000,33426971,6549264,39976235,PG-13,1 hr 35 min,Adventure,,,,,,,,
Big Fat Liar,2002,15000000,48360547,4609467,52970014,PG,1 hr 28 min,Adventure,9.0,10.0,5.0,36.0,13,7,71,8.4
The Mothman Prophecies,2002,32000000,35746370,19558909,55305279,PG-13,1 hr 59 min,Drama,18.0,3.0,11.0,52.0,8,6,83,8.5
One Hour Photo,2002,12000000,31597131,20626175,52223306,R,1 hr 36 min,Drama,11.0,1.0,23.0,64.0,16,37,51,4.9
Recess: School's Out,2001,23000000,36706141,7754709,44460850,G,1 hr 22 min,Animation,10.0,3.0,7.0,43.0,5,3,17,7.5
The Rookie,2002,22000000,75600072,5093465,80693537,,2 hr 7 min,Drama,4.0,1.0,26.0,72.0,4,2,25,8.1
The Royal Tenenbaums,2001,21000000,52364010,19077240,71441250,R,1 hr 50 min,Comedy,6.0,0.0,28.0,76.0,32,17,243,7.9
Death to Smoochy,2002,50000000,8364691,18247,8382938,R,1 hr 49 min,Comedy,11.0,13.0,6.0,38.0,4,5,26,7.3
A Man Apart,2003,36000000,26736098,17614828,44350926,R,1 hr 49 min,Action,17.0,12.0,3.0,36.0,12,9,14,5.4
Duplex,2003,40000000,9692135,9630000,19322135,PG-13,1 hr 29 min,Comedy,18.0,5.0,8.0,50.0,12,9,25,6.5
Finding Nemo,2003,94000000,380843261,559500000,940343261,,1 hr 40 min,Adventure,1.0,0.0,37.0,90.0,36,29,876,8.7
Kill Bill: Vol. 1,2003,30000000,70099045,110800000,180899045,R,1 hr 51 min,Action,6.0,5.0,32.0,69.0,55,44,"1,069",8.7
Marci X,2003,20000000,1648818,26888,1675706,R,1 hr 24 min,Comedy,2.0,14.0,1.0,20.0,1,4,47,9.1
Rush Hour 2,2001,90000000,226164286,121161516,347325802,PG-13,1 hr 30 min,Action,11.0,7.0,10.0,48.0,34,9,182,8.4
Spy Game,2001,115000000,62362560,80687000,143049560,R,2 hr 6 min,Action,8.0,1.0,20.0,63.0,19,1,43,7.4
Abandon,2002,25000000,10727683,1574536,12302219,PG-13,1 hr 39 min,Drama,7.0,12.0,7.0,36.0,5,4,3,4.9
K-19: The Widowmaker,2002,100000000,35168966,30547160,65716126,PG-13,2 hr 18 min,Drama,16.0,2.0,17.0,58.0,13,4,21,6.6
Scooby-Doo,2002,84000000,153294164,122356539,275650703,PG,1 hr 26 min,Adventure,12.0,13.0,6.0,35.0,63,34,58,5.7
Adaptation.,2002,19000000,22498520,10302653,32801173,R,1 hr 55 min,Comedy,2.0,2.0,36.0,83.0,22,12,195,8.1
Ice Age,2002,59000000,176387405,206869731,383257136,PG,1 hr 21 min,Adventure,9.0,1.0,21.0,60.0,44,8,281,8
Jimmy Neutron: Boy Genius,2001,30000000,80936232,22056304,102992536,,1 hr 22 min,Action,7.0,1.0,13.0,65.0,18,15,47,6.4
The Time Machine,2002,80000000,56832494,66896682,123729176,PG-13,1 hr 36 min,Action,20.0,9.0,4.0,42.0,22,4,23,6.6
A Beautiful Mind,2001,58000000,170742341,146048916,316791257,PG-13,2 hr 15 min,Biography,9.0,2.0,22.0,72.0,38,16,343,8.1
The Majestic,2001,72000000,27807266,9510292,37317558,PG,2 hr 32 min,Drama,8.0,17.0,5.0,27.0,14,3,38,7.4
City by the Sea,2002,40000000,22449000,7227703,29676703,R,1 hr 48 min,Crime,15.0,3.0,16.0,50.0,2,1,46,9.3
Two Can Play That Game,2001,13000000,22235901,155549,22391450,R,1 hr 30 min,Comedy,9.0,8.0,4.0,35.0,0,2,7,7.7
The Hunted,2003,55000000,34244097,11817750,46061847,R,1 hr 34 min,Action,14.0,13.0,7.0,40.0,7,3,104,9.2
Confessions of a Dangerous Mind,2002,30000000,16007718,17006087,33013805,R,1 hr 53 min,Biography,8.0,3.0,22.0,67.0,10,1,86,8.6
My Boss's Daughter,2003,14000000,15550605,2640400,18191005,PG-13,1 hr 26 min,Comedy,,,,,,,,
Kiss of the Dragon,2001,25000000,36845124,27592723,64437847,R,1 hr 38 min,Action,8.0,3.0,15.0,58.0,6,7,85,8.2
Eight Legged Freaks,2002,30000000,17322606,28544727,45867333,PG-13,1 hr 39 min,Action,13.0,4.0,15.0,53.0,14,9,98,8.5
The Last Castle,2001,72000000,18244060,9398647,27642707,R,2 hr 11 min,Action,14.0,9.0,9.0,43.0,7,1,21,7.6
K-PAX,2001,68000000,50338485,14663000,65001485,PG-13,2 hr,Drama,14.0,6.0,11.0,49.0,20,14,88,7
Narc,2002,6500000,10465659,2168088,12633747,R,1 hr 45 min,Crime,2.0,2.0,30.0,70.0,5,1,45,8.5
Ararat,2002,15500000,1555959,1187377,2743336,R,1 hr 55 min,Drama,10.0,0.0,15.0,62.0,0,8,33,7.7
Darkness,2002,10600000,22163442,11825294,33988736,PG-13,1 hr 28 min,Horror,1.0,14.0,1.0,15.0,10,20,243,8.9
Max Keeble's Big Move,2001,25000000,17294293,1340361,18634654,PG,1 hr 26 min,Comedy,4.0,9.0,6.0,40.0,5,4,18,7.2
Johnny English,2003,40000000,28082366,132383634,160466000,PG,1 hr 29 min,Action,15.0,5.0,12.0,51.0,34,7,65,7
The Hours,2002,25000000,41675994,67170078,108846072,PG-13,1 hr 50 min,Drama,5.0,0.0,35.0,80.0,12,8,165,8.7
Crossroads,2002,12000000,37191304,23949726,61141030,PG-13,1 hr 33 min,Comedy,13.0,17.0,1.0,27.0,11,23,47,6.3
Bad Education,2004,5000000,5284284,35138995,40423279,NC-17,1 hr 46 min,Crime,5.0,1.0,28.0,81.0,7,4,43,7.7
Lilo & Stitch,2002,80000000,145794338,127349813,273144151,PG,1 hr 25 min,Adventure,3.0,1.0,26.0,73.0,22,3,157,8.5
The Country Bears,2002,35000000,16990825,1021272,18012097,,1 hr 28 min,Comedy,10.0,7.0,4.0,37.0,1,3,4,5.5
About a Boy,2002,30000000,41385278,89164177,130549455,PG-13,1 hr 41 min,Comedy,5.0,2.0,31.0,75.0,18,2,74,7.5
Dogville,2003,10000000,1535286,15153997,16689283,R,2 hr 58 min,Crime,6.0,10.0,23.0,60.0,10,16,153,8.2
The Scorpion King,2002,60000000,91047077,89583830,180630907,PG-13,1 hr 32 min,Action,15.0,8.0,7.0,45.0,47,13,26,5.5
Not Another Teen Movie,2001,15000000,38252284,28216048,66468332,R,1 hr 29 min,Comedy,8.0,11.0,3.0,32.0,22,15,35,6.3
We Were Soldiers,2002,75000000,78122718,37252197,115374915,R,2 hr 18 min,Action,9.0,2.0,26.0,65.0,21,10,55,7
All About the Benjamins,2002,15000000,25916319,390214,26306533,R,1 hr 35 min,Action,10.0,12.0,4.0,34.0,2,2,5,6.6
Enough,2002,38000000,40007742,11798442,51806184,PG-13,1 hr 55 min,Crime,6.0,22.0,4.0,25.0,7,14,30,6.5
How High,2001,20000000,31178740,105000,31283740,R,1 hr 33 min,Comedy,8.0,12.0,1.0,29.0,8,36,34,4.7
Insomnia,2002,46000000,67355513,46403257,113758770,R,1 hr 58 min,Drama,3.0,1.0,32.0,78.0,45,7,431,8.4
Spider,2002,10000000,1642483,4166458,5808941,R,1 hr 38 min,Drama,1.0,0.0,34.0,83.0,11,2,27,7.2
Gods and Generals,2003,56000000,12882934,41002,12923936,PG-13,3 hr 39 min,Biography,10.0,18.0,1.0,30.0,3,10,16,6.2
The Good Girl,2002,8000000,14018296,2842668,16860964,R,1 hr 33 min,Drama,10.0,0.0,25.0,71.0,7,4,31,7.5
On the Line,2001,16000000,4365455,179146,4544601,PG,1 hr 25 min,Comedy,14.0,8.0,1.0,34.0,3,3,6,6.3
Dark Blue,2002,15000000,9250301,2900000,12150301,R,1 hr 58 min,Crime,,,,,,,,
Divine Secrets of the Ya-Ya Sisterhood,2002,27000000,69599016,4240224,73839240,PG-13,1 hr 56 min,Drama,19.0,6.0,10.0,48.0,4,4,6,5.4
Sorority Boys,2002,12000000,10200032,2317456,12517488,R,1 hr 33 min,Comedy,,,,,,,,
Joe Somebody,2001,38000000,22771646,1745126,24516772,PG,1 hr 38 min,Comedy,11.0,6.0,4.0,42.0,4,1,13,7.8
Peter Pan 2: Return to Never Land,2002,20000000,48430258,66691723,115121981,G,1 hr 12 min,Adventure,,,,,,,,
Trapped,2002,30000000,7073251,6341165,13414416,R,1 hr 46 min,Action,9.0,4.0,2.0,42.0,3,0,18,8.5
The Banger Sisters,2002,10000000,30307416,7760937,38068353,R,1 hr 38 min,Comedy,,,,,,,,
Better Luck Tomorrow,2002,250000,3802390,6836,3809226,R,1 hr 41 min,Crime,9.0,0.0,23.0,67.0,7,5,20,7.2
Bad Company,2002,70000000,30160161,36040621,66200782,PG-13,1 hr 56 min,Action,16.0,14.0,3.0,37.0,9,10,66,8.3
Mr. Deeds,2002,50000000,126293452,44976083,171269535,PG-13,1 hr 36 min,Comedy,10.0,18.0,5.0,24.0,30,27,37,5.3
Gosford Park,2001,19800000,41308615,46445429,87754044,R,2 hr 11 min,Comedy,1.0,1.0,32.0,90.0,13,17,116,7.4
Igby Goes Down,2002,9000000,4777465,2141733,6919198,R,1 hr 38 min,Comedy,4.0,3.0,23.0,72.0,10,1,23,7.6
Undisputed,2002,20000000,12764657,2181493,14946150,R,1 hr 34 min,Action,,,,,,,,
A Walk to Remember,2002,11800000,41281092,6213824,47494916,PG,1 hr 41 min,Drama,8.0,14.0,4.0,35.0,24,21,172,8.1
Snow Dogs,2002,33000000,81172560,33862530,115035090,PG,1 hr 39 min,Adventure,11.0,14.0,1.0,29.0,11,6,14,6.3
The Good Thief,2002,30000000,3517797,2239148,5756945,R,1 hr 49 min,Action,9.0,1.0,27.0,68.0,1,1,8,7.9
The Wild Thornberrys Movie,2002,25000000,40108697,20586040,60694737,PG,1 hr 25 min,Adventure,4.0,0.0,21.0,69.0,4,3,17,6.8
Darkness Falls,2003,11000000,32551396,14937140,47488536,PG-13,1 hr 26 min,Fantasy,8.0,19.0,0.0,23.0,14,65,21,3
Life or Something Like It,2002,40000000,14448589,2424082,16872671,PG-13,1 hr 43 min,Comedy,9.0,18.0,5.0,31.0,5,10,9,4.3
Swimfan,2002,10000000,28564995,5846245,34411240,PG-13,1 hr 25 min,Drama,10.0,9.0,0.0,29.0,7,51,12,2.2
Van Wilder: Party Liaison,2002,5000000,21305259,16970224,38275483,R,1 hr 32 min,Comedy,,,,,,,,
